Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: ChemSpider Search,Annotation Source: MassList Match,Molecular Weight,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: Extractables and Leachables HRAM Compound Database,mzCloud Best Sim. Match,Group Area: Neg_1,Group Area: Neg_2,Group Area: Neg_3,Group Area: Neg_4,Group Area: Neg_5,Group Area: Neg_6,Group Area: Neg_Pool,Group CV [%]: Neg_1,Group CV [%]: Neg_2,Group CV [%]: Neg_3,Group CV [%]: Neg_4,Group CV [%]: Neg_5,Group CV [%]: Neg_6,Group CV [%]: Neg_Pool,Ratio: (Neg_1) / (Neg_Pool),Ratio: (Neg_2) / (Neg_Pool),Ratio: (Neg_3) / (Neg_Pool),Ratio: (Neg_4) / (Neg_Pool),Ratio: (Neg_5) / (Neg_Pool),Ratio: (Neg_6) / (Neg_Pool),Ratio: (Neg_2) / (Neg_1),Ratio: (Neg_3) / (Neg_1),Ratio: (Neg_4) / (Neg_1),Ratio: (Neg_5) / (Neg_1),Ratio: (Neg_6) / (Neg_1),Ratio: (Neg_3) / (Neg_2),Ratio: (Neg_4) / (Neg_2),Ratio: (Neg_5) / (Neg_2),Ratio: (Neg_6) / (Neg_2),Ratio: (Neg_4) / (Neg_3),Ratio: (Neg_5) / (Neg_3),Ratio: (Neg_6) / (Neg_3),Ratio: (Neg_5) / (Neg_4),Ratio: (Neg_6) / (Neg_4),Ratio: (Neg_6) / (Neg_5),Log2 Fold Change: (Neg_1) / (Neg_Pool),Log2 Fold Change: (Neg_2) / (Neg_Pool),Log2 Fold Change: (Neg_3) / (Neg_Pool),Log2 Fold Change: (Neg_4) / (Neg_Pool),Log2 Fold Change: (Neg_5) / (Neg_Pool),Log2 Fold Change: (Neg_6) / (Neg_Pool),Log2 Fold Change: (Neg_2) / (Neg_1),Log2 Fold Change: (Neg_3) / (Neg_1),Log2 Fold Change: (Neg_4) / (Neg_1),Log2 Fold Change: (Neg_5) / (Neg_1),Log2 Fold Change: (Neg_6) / (Neg_1),Log2 Fold Change: (Neg_3) / (Neg_2),Log2 Fold Change: (Neg_4) / (Neg_2),Log2 Fold Change: (Neg_5) / (Neg_2),Log2 Fold Change: (Neg_6) / (Neg_2),Log2 Fold Change: (Neg_4) / (Neg_3),Log2 Fold Change: (Neg_5) / (Neg_3),Log2 Fold Change: (Neg_6) / (Neg_3),Log2 Fold Change: (Neg_5) / (Neg_4),Log2 Fold Change: (Neg_6) / (Neg_4),Log2 Fold Change: (Neg_6) / (Neg_5),P-value: (Neg_1) / (Neg_Pool),P-value: (Neg_2) / (Neg_Pool),P-value: (Neg_3) / (Neg_Pool),P-value: (Neg_4) / (Neg_Pool),P-value: (Neg_5) / (Neg_Pool),P-value: (Neg_6) / (Neg_Pool),P-value: (Neg_2) / (Neg_1),P-value: (Neg_3) / (Neg_1),P-value: (Neg_4) / (Neg_1),P-value: (Neg_5) / (Neg_1),P-value: (Neg_6) / (Neg_1),P-value: (Neg_3) / (Neg_2),P-value: (Neg_4) / (Neg_2),P-value: (Neg_5) / (Neg_2),P-value: (Neg_6) / (Neg_2),P-value: (Neg_4) / (Neg_3),P-value: (Neg_5) / (Neg_3),P-value: (Neg_6) / (Neg_3),P-value: (Neg_5) / (Neg_4),P-value: (Neg_6) / (Neg_4),P-value: (Neg_6) / (Neg_5),Adj. P-value: (Neg_1) / (Neg_Pool),Adj. P-value: (Neg_2) / (Neg_Pool),Adj. P-value: (Neg_3) / (Neg_Pool),Adj. P-value: (Neg_4) / (Neg_Pool),Adj. P-value: (Neg_5) / (Neg_Pool),Adj. P-value: (Neg_6) / (Neg_Pool),Adj. P-value: (Neg_2) / (Neg_1),Adj. P-value: (Neg_3) / (Neg_1),Adj. P-value: (Neg_4) / (Neg_1),Adj. P-value: (Neg_5) / (Neg_1),Adj. P-value: (Neg_6) / (Neg_1),Adj. P-value: (Neg_3) / (Neg_2),Adj. P-value: (Neg_4) / (Neg_2),Adj. P-value: (Neg_5) / (Neg_2),Adj. P-value: (Neg_6) / (Neg_2),Adj. P-value: (Neg_4) / (Neg_3),Adj. P-value: (Neg_5) / (Neg_3),Adj. P-value: (Neg_6) / (Neg_3),Adj. P-value: (Neg_5) / (Neg_4),Adj. P-value: (Neg_6) / (Neg_4),Adj. P-value: (Neg_6) / (Neg_5)
FALSE,"6-(2,2,2-Trifluoroethoxy)-7H-purine",C7 H5 F3 N4 O,No results,No results,Full match,No results,218.04248,0.597,105357.1406,1,0,,No matches found,No matches found,,1413.059748,202.5686727,180.7445908,211.7815982,119778.5714,268.3080144,234.9122711,20.84054726,31.38068758,17.57180806,8.188541483,8.213985024,5.217036021,17.99751786,6.015,0.862,0.769,0.902,509.886,1.142,0.143,0.128,0.15,84.765,0.19,0.892,1.045,591.299,1.325,1.172,662.695,1.484,565.576,1.267,0.002,2.59,-0.21,-0.38,-0.15,8.99,0.19,-2.8,-2.97,-2.74,6.41,-2.4,-0.16,0.06,9.21,0.41,0.23,9.37,0.57,9.14,0.34,-8.8,3.77E-12,0.999981411,0.522475053,0.766104405,4.36E-14,0.94314053,1.69E-10,2.93E-11,4.48E-11,4.36E-14,7.38E-10,0.838347579,0.952236707,4.36E-14,0.944952482,0.999868684,4.36E-14,0.277202035,4.36E-14,0.444671319,4.36E-14,3.73E-11,1,0.871992847,1,1.26E-13,1,1.30E-09,2.40E-10,2.97E-10,1.77E-13,3.61E-09,1,1,1.83E-13,1,1,1.43E-13,0.654467243,1.51E-13,0.788355013,1.45E-13
TRUE,"6-Methyl[1,2,4]triazolo[4,3-b]pyridazin-8-ol",C6 H6 N4 O,No match,Invalid mass,No match,No match,150.05298,0.674,107664.6937,33,1,51.5,Multiple matches found,No matches found,,49078.52374,186058.2075,75632.47118,86357.5113,8052.349033,75327.1411,63959.04782,16.40030368,15.4021394,26.30365371,18.58384174,10.35214124,15.89609667,5.892959275,0.767,2.909,1.183,1.35,0.126,1.178,3.791,1.541,1.76,0.164,1.535,0.406,0.464,0.043,0.405,1.142,0.106,0.996,0.093,0.872,9.355,-0.38,1.54,0.24,0.43,-2.99,0.24,1.92,0.62,0.82,-2.61,0.62,-1.3,-1.11,-4.53,-1.3,0.19,-3.23,-0.01,-3.42,-0.2,3.23,0.023937716,2.46E-09,0.600246862,0.049235563,5.52E-14,0.375674744,9.12E-10,0.004971168,0.00030307,3.12E-11,0.002446314,1.59E-06,2.01E-05,4.39E-14,2.97E-06,0.876263045,2.27E-13,0.999907614,9.29E-14,0.965905497,1.73E-13,0.056629843,1.32E-08,0.974897588,0.110324133,1.44E-13,0.729356408,6.31E-09,0.012466555,0.000801561,7.85E-11,0.005779969,5.93E-06,6.74E-05,1.83E-13,1.17E-05,1,5.79E-13,1,2.71E-13,1,4.46E-13
TRUE,Acetone peroxide,C9 H18 O6,Full match,Invalid mass,Full match,No match,222.11057,1.991,117508.7047,10,22,,Single match found,Single match found,67.4,3208.137407,1747.196843,80043.31758,14587.24728,1096.316775,124664.5866,49373.30801,28.63110435,20.0452569,13.47458828,12.81018859,25.78214733,28.10013782,13.20187286,0.065,0.035,1.621,0.295,0.022,2.525,0.545,24.95,4.547,0.342,38.859,45.812,8.349,0.627,71.351,0.182,0.014,1.557,0.075,8.546,113.712,-3.94,-4.82,0.7,-1.76,-5.49,1.34,-0.88,4.64,2.18,-1.55,5.28,5.52,3.06,-0.67,6.16,-2.46,-6.19,0.64,-3.73,3.1,6.83,7.07E-14,4.41E-14,0.015997503,9.35E-08,4.36E-14,3.28E-05,0.00574695,1.16E-13,1.66E-07,2.09E-05,5.32E-14,4.56E-14,1.79E-10,0.208975392,4.41E-14,1.14E-08,4.39E-14,0.329018405,7.11E-12,3.63E-10,4.36E-14,9.96E-13,5.44E-13,0.043255818,5.26E-07,1.26E-13,0.00013944,0.014717056,1.56E-12,6.54E-07,3.57E-05,5.72E-13,9.07E-13,1.35E-09,0.285717768,4.88E-13,8.11E-08,1.43E-13,0.747628675,1.67E-11,2.84E-09,1.45E-13
FALSE,Adenine,C5 H5 N5,Full match,Full match,Partial match,Full match,135.05472,0.611,98343.23533,4,17,63.3,Single match found,No matches found,67.9,102560.9499,66541.86347,79934.99685,100165.2207,17565.55213,102044.0091,83323.87368,12.36241858,15.78314439,7.576314772,10.57109625,3.990106293,5.445575372,5.941870915,1.231,0.799,0.959,1.202,0.211,1.225,0.649,0.779,0.977,0.171,0.995,1.201,1.505,0.264,1.534,1.253,0.22,1.277,0.175,1.019,5.809,0.3,-0.32,-0.06,0.27,-2.25,0.29,-0.62,-0.36,-0.03,-2.55,-0.01,0.26,0.59,-1.92,0.62,0.33,-2.19,0.35,-2.51,0.03,2.54,0.20844627,0.005253406,0.999999215,0.055979145,4.36E-14,0.041655757,0.000348588,0.372572871,0.997344392,4.54E-14,0.992726034,0.041832571,9.92E-05,2.89E-13,7.70E-05,0.150093134,5.30E-14,0.121440729,4.50E-14,0.99999975,4.47E-14,0.409895855,0.013039222,1,0.123716466,1.26E-13,0.114553331,0.001028759,0.658121422,1,1.77E-13,1,0.084715331,0.000305933,9.57E-13,0.00024039,0.361418294,1.54E-13,0.317715204,1.51E-13,1,1.45E-13
FALSE,ajugarin II,C22 H32 O6,Full match,Invalid mass,Full match,No results,392.22023,6.665,124935.4267,2,1,,No matches found,No matches found,68.6,36272.86403,71217.95411,62379.96027,68652.01609,12995.3171,135068.2004,65124.71126,5.993627747,7.013586168,6.259365301,4.862772631,5.56566957,2.468544564,12.76394881,0.557,1.094,0.958,1.054,0.2,2.074,1.963,1.72,1.893,0.358,3.724,0.876,0.964,0.182,1.897,1.101,0.208,2.165,0.189,1.967,10.394,-0.84,0.13,-0.06,0.08,-2.33,1.05,0.97,0.78,0.92,-1.48,1.9,-0.19,-0.05,-2.45,0.92,0.14,-2.26,1.11,-2.4,0.98,3.38,1.75E-07,0.310039469,0.999999996,0.890716627,4.43E-14,7.59E-10,1.60E-07,6.14E-06,8.14E-07,2.16E-10,1.27E-12,0.523061816,0.974826572,5.07E-14,1.07E-06,0.947247069,7.83E-14,3.40E-08,5.76E-14,2.07E-07,4.36E-14,9.08E-07,0.539780945,1,1,1.26E-13,7.65E-09,7.98E-07,2.18E-05,2.85E-06,5.15E-10,9.64E-12,0.75570722,1,1.92E-13,4.42E-06,1,2.12E-13,2.29E-07,1.78E-13,1.09E-06,1.45E-13
FALSE,alpha-Santonin,C15 H18 O3,Full match,Invalid mass,Partial match,Full match,246.12581,5.249,123197.5261,29,3,,Single match found,No matches found,65.9,141.4345154,207.4251965,136.2133131,162120.6861,2344.805795,264.6713214,29302.02588,25.04368124,1.948236867,21.82554403,4.405076537,37.90010923,25.26148173,3.373725171,0.005,0.007,0.005,5.533,0.08,0.009,1.467,0.963,1146.26,16.579,1.871,0.657,781.586,11.304,1.276,1190.197,17.214,1.943,0.014,0.002,0.113,-7.69,-7.14,-7.75,2.47,-3.64,-6.79,0.55,-0.05,10.16,4.05,0.9,-0.61,9.61,3.5,0.35,10.22,4.11,0.96,-6.11,-9.26,-3.15,4.36E-14,4.36E-14,4.36E-14,1.05E-11,6.69E-14,4.36E-14,0.427104788,0.810686335,4.36E-14,6.81E-14,0.006975194,0.036617808,4.36E-14,2.43E-13,0.375557305,4.36E-14,5.14E-14,0.000306118,4.36E-14,4.36E-14,2.42E-12,9.01E-13,5.44E-13,1.16E-12,1.58E-10,1.70E-13,2.39E-12,0.738281133,1,7.96E-13,2.44E-13,0.015702298,0.075739398,9.17E-13,8.10E-13,0.637788547,1.17E-12,1.52E-13,0.001204562,1.51E-13,9.51E-13,5.56E-12
FALSE,Asparagine,C4 H8 N2 O3,Full match,Full match,Partial match,Full match,132.05351,0.525,11029611.01,25,20,50.6,Multiple matches found,No matches found,94,7306596.899,5780271.421,10925869.96,8775877.073,1547160.796,4942630.659,8300204.625,4.661304522,12.67385156,8.027858539,6.43944061,10.50643019,7.444456711,4.461902066,0.88,0.696,1.316,1.057,0.186,0.595,0.791,1.495,1.201,0.212,0.676,1.89,1.518,0.268,0.855,0.803,0.142,0.452,0.176,0.563,3.195,-0.18,-0.52,0.4,0.08,-2.42,-0.75,-0.34,0.58,0.26,-2.24,-0.56,0.92,0.6,-1.9,-0.23,-0.32,-2.82,-1.14,-2.5,-0.83,1.68,0.34640086,6.19E-07,0.000840994,0.993760901,4.36E-14,2.19E-08,0.000862199,0.000145921,0.295773789,4.41E-14,3.14E-05,7.83E-09,5.72E-06,7.27E-14,0.751875721,0.025607207,4.36E-14,7.65E-10,4.36E-14,3.06E-07,1.78E-13,0.625589613,2.52E-06,0.002731819,1,1.26E-13,1.52E-07,0.002412165,0.000435962,0.538174864,1.77E-13,9.21E-05,4.51E-08,2.11E-05,2.61E-13,1,0.075079311,1.43E-13,7.94E-09,1.51E-13,1.56E-06,4.55E-13
TRUE,Azelaic acid,C9 H16 O4,Full match,Full match,Full match,Full match,188.10501,3.594,647656.7688,47,1,95.1,Single match found,Multiple matches found,,274507.3493,289511.7282,647656.7688,675243.8504,66123.57679,577929.2621,474446.8215,7.451801777,5.417703215,6.519047568,7.087400663,8.442447354,9.527480972,4.478264709,0.579,0.61,1.365,1.423,0.139,1.218,1.055,2.359,2.46,0.241,2.105,2.237,2.332,0.228,1.996,1.043,0.102,0.892,0.098,0.856,8.74,-0.79,-0.71,0.45,0.51,-2.84,0.28,0.08,1.24,1.3,-2.05,1.07,1.16,1.22,-2.13,1,0.06,-3.29,-0.16,-3.35,-0.22,3.13,2.65E-10,2.45E-09,6.99E-06,6.91E-06,4.36E-14,0.003615593,0.889029673,3.78E-12,3.77E-12,4.36E-14,6.33E-11,1.59E-11,1.58E-11,4.36E-14,3.32E-10,1,4.36E-14,0.302910625,4.36E-14,0.301004996,4.36E-14,2.14E-09,1.32E-08,3.19E-05,3.01E-05,1.26E-13,0.01215241,1,3.59E-11,3.25E-11,1.77E-13,3.65E-10,1.63E-10,1.45E-10,1.83E-13,2.11E-09,1,1.43E-13,0.706101216,1.51E-13,0.560332377,1.45E-13
TRUE,Berupipam,C19 H19 Br Cl N O2,No results,No results,Full match,No results,407.02791,1.992,172821.4185,2,0,,No matches found,No matches found,,6802.306638,3818.545757,101316.0535,24387.93099,3495.141372,163389.6306,82775.79221,18.87184894,16.45354646,20.49785307,20.95205412,5.044114961,14.32891348,5.95331097,0.082,0.046,1.224,0.295,0.042,1.974,0.561,14.894,3.585,0.514,24.02,26.533,6.387,0.915,42.788,0.241,0.034,1.613,0.143,6.7,46.748,-3.61,-4.44,0.29,-1.76,-4.57,0.98,-0.83,3.9,1.84,-0.96,4.59,4.73,2.68,-0.13,5.42,-2.05,-4.86,0.69,-2.8,2.74,5.55,4.39E-14,4.36E-14,0.665116074,3.70E-11,4.36E-14,2.29E-06,0.000605998,4.72E-14,2.13E-08,5.53E-05,4.36E-14,4.36E-14,1.09E-11,0.93078107,4.36E-14,2.90E-10,4.36E-14,0.001065228,3.06E-12,6.05E-13,4.36E-14,9.01E-13,5.44E-13,1,4.69E-10,1.26E-13,1.14E-05,0.001725311,7.85E-13,9.21E-08,9.05E-05,5.57E-13,9.07E-13,1.04E-10,1,4.88E-13,2.70E-09,1.43E-13,0.004027892,7.56E-12,6.65E-12,1.45E-13
TRUE,Cannabidiolic acid,C22 H30 O4,Full match,Full match,Partial match,Full match,358.21457,9.263,1444629.288,22,1,57,Single match found,No matches found,,6966.260953,11362.74304,245050.5318,10390.11794,1469150.353,393007.0114,621791.7572,101.5092481,88.84873899,47.66769036,87.29228081,28.53889564,32.78352043,25.82502964,0.011,0.018,0.394,0.017,2.363,0.632,1.631,35.177,1.491,210.895,56.416,21.566,0.914,129.295,34.587,0.042,5.995,1.604,141.399,37.825,0.268,-6.48,-5.77,-1.34,-5.9,1.24,-0.66,0.71,5.14,0.58,7.72,5.82,4.43,-0.13,7.01,5.11,-4.56,2.58,0.68,7.14,5.24,-1.9,7.62E-08,2.89E-06,0.691733068,3.77E-07,0.597459388,0.998230678,0.72110665,3.86E-05,0.991217365,1.74E-07,6.21E-06,0.001214637,0.97785989,3.43E-06,0.000172393,0.000181256,0.15141323,0.974791289,6.51E-07,2.73E-05,0.547507359,4.24E-07,1.04E-05,1,1.96E-06,0.705293522,1,1,0.000123813,1,3.38E-07,2.04E-05,0.003398174,1,6.43E-06,0.000496656,0.000756275,0.194904265,1,1.08E-06,0.000102243,0.670869777
TRUE,Cannabigerolic acid,C22 H32 O4,Full match,Full match,Not the top hit,No results,360.23043,7.915,131396.4195,22,1,61.7,No matches found,No matches found,,718.2149612,11807.10461,50566.80107,6931.142209,98775.854,99358.76145,129625.0863,15.03484059,9.363309098,6.176044093,12.47571474,8.3109638,6.988395246,29.55212101,0.006,0.091,0.39,0.053,0.762,0.767,16.44,70.406,9.651,137.53,138.341,4.283,0.587,8.366,8.415,0.137,1.953,1.965,14.251,14.335,1.006,-7.5,-3.46,-1.36,-4.23,-0.39,-0.38,4.04,6.14,3.27,7.1,7.11,2.1,-0.77,3.06,3.07,-2.87,0.97,0.97,3.83,3.84,0.01,4.36E-14,2.64E-12,3.17E-05,7.27E-14,0.425005848,0.685167311,4.96E-12,4.52E-14,3.41E-10,4.36E-14,4.36E-14,1.00E-06,0.049716525,1.76E-09,1.03E-09,3.22E-09,0.021867471,0.010062787,1.87E-11,1.21E-11,0.999813673,9.01E-13,2.00E-11,0.000130949,3.52E-12,0.522088402,1,5.22E-11,7.85E-13,1.97E-09,1.77E-13,5.57E-13,3.98E-06,0.106472557,4.36E-09,5.99E-09,2.47E-08,0.029897898,0.032042034,4.20E-11,1.05E-10,1
TRUE,Catechin,C15 H14 O6,Full match,Invalid mass,Partial match,Full match,290.07928,2.638,205870.8438,24,13,,Multiple matches found,No matches found,69.3,150450.2319,79790.64058,205870.8438,86588.33278,158179.4737,34870.65831,135598.2491,13.63907611,9.854695846,10.38485815,9.951873057,13.46751438,14.55618407,4.203786228,1.11,0.588,1.518,0.639,1.167,0.257,0.53,1.368,0.576,1.051,0.232,2.58,1.085,1.982,0.437,0.421,0.768,0.169,1.827,0.403,0.22,0.15,-0.77,0.6,-0.65,0.22,-1.96,-0.91,0.45,-0.8,0.07,-2.11,1.37,0.12,0.99,-1.19,-1.25,-0.38,-2.56,0.87,-1.31,-2.18,0.913597459,3.08E-07,5.34E-05,4.69E-06,0.497657499,8.14E-14,1.46E-06,0.006573029,1.44E-05,0.994881658,1.19E-12,1.03E-09,0.91684939,4.29E-07,1.07E-07,5.92E-09,0.02670205,5.74E-14,3.87E-06,1.53E-08,5.89E-13,1,1.30E-06,0.00020499,2.22E-05,0.602165574,2.95E-12,6.02E-06,0.016067405,4.42E-05,1,9.13E-12,7.12E-09,1,8.61E-07,4.97E-07,4.34E-08,0.036305317,1.63E-12,6.14E-06,9.54E-08,1.42E-12
FALSE,Citric acid,C6 H8 O7,Full match,Full match,Full match,Full match,192.02726,0.551,333254.7413,9,2,91.4,Multiple matches found,Multiple matches found,,136718.3915,10430.28085,26234.61921,24231.64199,429177.3313,7714.70293,30468.48798,12.14475739,21.74089827,11.37875265,9.320256595,4.747075773,14.93492586,12.02730689,4.487,0.342,0.861,0.795,14.086,0.253,0.076,0.192,0.177,3.139,0.056,2.515,2.323,41.147,0.74,0.924,16.359,0.294,17.711,0.318,0.018,2.17,-1.55,-0.22,-0.33,3.82,-1.98,-3.71,-2.38,-2.5,1.65,-4.15,1.33,1.22,5.36,-0.44,-0.11,4.03,-1.77,4.15,-1.65,-5.8,8.55E-13,1.35E-09,0.502821295,0.400682232,4.36E-14,5.17E-12,4.59E-14,7.84E-12,6.60E-12,1.09E-08,4.39E-14,1.11E-06,1.47E-06,4.36E-14,0.041884639,0.999999036,4.39E-14,3.05E-09,4.39E-14,3.84E-09,4.36E-14,9.62E-12,7.66E-09,0.845019121,0.720930113,1.26E-13,8.94E-11,1.12E-12,6.84E-11,5.23E-11,2.29E-08,5.57E-13,4.31E-06,5.87E-06,1.83E-13,0.089699847,1,1.43E-13,2.46E-08,1.51E-13,2.69E-08,1.45E-13
FALSE,Citric acid,C6 H8 O7,Full match,Full match,Full match,Full match,192.02729,0.996,313104.6291,9,1,61.4,Multiple matches found,Multiple matches found,,242507.898,10254.18822,78621.69952,244430.0701,5361.588375,7222.99042,26161.54864,36.34446414,78.18898721,58.4268446,35.60371641,30.40047892,47.46332736,42.20046968,9.27,0.392,3.005,9.343,0.205,0.276,0.042,0.324,1.008,0.022,0.03,7.667,23.837,0.523,0.704,3.109,0.068,0.092,0.022,0.03,1.347,3.21,-1.35,1.59,3.22,-2.29,-1.86,-4.56,-1.63,0.01,-5.5,-5.07,2.94,4.58,-0.94,-0.51,1.64,-3.87,-3.44,-5.51,-5.08,0.43,0.000274161,0.012468833,0.035546467,0.000145636,0.070905531,0.115834583,3.24E-06,0.598935595,0.999985455,1.26E-05,1.94E-05,0.000133783,2.05E-06,0.993718167,0.974967277,0.462373802,0.000588505,0.000934659,7.84E-06,1.20E-05,0.999992556,0.00092793,0.029154181,0.090075865,0.000496393,0.093510292,0.280319692,1.27E-05,0.956715604,1,2.20E-05,6.03E-05,0.000397245,7.99E-06,1,1,0.972995306,0.000865764,0.003590279,1.22E-05,4.88E-05,1
FALSE,CMPF,C12 H16 O5,Full match,Full match,Not the top hit,No match,240.10001,3.408,405859.9697,11,1,64.7,No matches found,Single match found,,105822.5386,251682.9758,197146.4683,145113.6279,26051.76937,404958.3004,221005.4185,22.54255053,18.09367695,25.39546238,15.45443016,11.43005083,12.46929345,11.13052235,0.479,1.139,0.892,0.657,0.118,1.832,2.378,1.863,1.371,0.246,3.827,0.783,0.577,0.104,1.609,0.736,0.132,2.054,0.18,2.791,15.544,-1.06,0.19,-0.16,-0.61,-3.08,0.87,1.25,0.9,0.46,-2.02,1.94,-0.35,-0.79,-3.27,0.69,-0.44,-2.92,1.04,-2.48,1.48,3.96,2.67E-05,0.99770184,0.718715805,0.017245488,1.46E-13,0.000222577,0.000171538,0.007875134,0.280846407,1.85E-08,4.36E-08,0.634628257,0.03214087,5.07E-12,0.007383336,0.575000996,4.04E-11,0.000160899,4.75E-10,3.54E-06,8.92E-14,0.000104395,1,1,0.041943801,3.53E-13,0.000875832,0.00053564,0.018869132,0.516171496,3.80E-08,1.76E-07,0.887745886,0.071358629,1.52E-11,0.017263453,1,8.98E-11,0.0006656,9.45E-10,1.60E-05,2.41E-13
TRUE,D-(-)-Erythrose;L-Threose,C4 H8 O4,Full match,No results,Partial match,Full match,120.0423,0.559,230384.2877,27,0,,Multiple matches found,Single match found,,109195.6932,109366.5899,126507.0309,129675.8123,20717.68029,249069.3949,140744.8978,4.699275659,10.06647887,4.371879296,7.757166589,3.799887719,3.994385378,2.784758561,0.776,0.777,0.899,0.921,0.147,1.77,1.002,1.159,1.188,0.19,2.281,1.157,1.186,0.189,2.277,1.025,0.164,1.969,0.16,1.921,12.022,-0.37,-0.36,-0.15,-0.12,-2.76,0.82,0,0.21,0.25,-2.4,1.19,0.21,0.25,-2.4,1.19,0.04,-2.61,0.98,-2.65,0.94,3.59,1.54E-06,1.90E-06,0.062016217,0.112689036,4.36E-14,2.53E-12,0.999999962,0.011949807,0.006899456,4.36E-14,1.08E-13,0.014397548,0.008335192,4.36E-14,1.14E-13,0.999977467,4.36E-14,5.88E-12,4.36E-14,7.87E-12,4.36E-14,7.26E-06,6.96E-06,0.148854677,0.237136929,1.26E-13,4.90E-11,1,0.027541461,0.015977687,1.77E-13,1.00E-12,0.033827248,0.020478339,1.83E-13,9.82E-13,1,1.43E-13,8.89E-11,1.51E-13,7.19E-11,1.45E-13
FALSE,D-(-)-Glutamine,C5 H10 N2 O3,Full match,Full match,Full match,Full match,146.06924,0.532,3291222.393,27,14,65.3,Multiple matches found,No matches found,82,2193301.966,2113470.968,3291222.393,1653809.28,465573.1168,3389816.731,2667371.821,4.219927577,7.316220328,12.17551652,2.713810487,5.959299688,5.124181338,3.334343254,0.822,0.792,1.234,0.62,0.175,1.271,0.964,1.501,0.754,0.212,1.546,1.557,0.783,0.22,1.604,0.502,0.141,1.03,0.282,2.05,7.281,-0.28,-0.34,0.3,-0.69,-2.52,0.35,-0.05,0.59,-0.41,-2.24,0.63,0.64,-0.35,-2.18,0.68,-0.99,-2.82,0.04,-1.83,1.04,2.86,0.001936268,1.29E-05,0.003141535,4.92E-10,4.36E-14,1.34E-05,0.552765367,4.88E-06,4.00E-05,4.36E-14,1.07E-07,1.43E-07,0.002389945,4.36E-14,4.82E-09,9.38E-11,4.36E-14,0.459894487,4.36E-14,7.65E-12,4.36E-14,0.005611699,4.24E-05,0.009684732,4.17E-09,1.26E-13,6.00E-05,0.883506512,1.75E-05,0.000117456,1.77E-13,4.23E-07,6.77E-07,0.006286593,1.83E-13,2.62E-08,9.66E-10,1.43E-13,0.95943505,1.51E-13,7.12E-11,1.45E-13
TRUE,D-(+)-Galactose,C6 H12 O6,No match,Invalid mass,No match,No match,90.0318,0.563,815992.8433,15,4,90.8,Multiple matches found,Multiple matches found,,418607.2715,353793.1449,468966.9741,350773.799,60196.3886,882173.1973,520975.7128,5.771197996,10.68582542,5.524476798,5.733769563,7.756772912,2.816072225,4.787571644,0.804,0.679,0.9,0.673,0.116,1.693,0.845,1.12,0.838,0.144,2.107,1.326,0.991,0.17,2.493,0.748,0.128,1.881,0.172,2.515,14.655,-0.32,-0.56,-0.15,-0.57,-3.11,0.76,-0.24,0.16,-0.26,-2.8,1.08,0.41,-0.01,-2.56,1.32,-0.42,-2.96,0.91,-2.54,1.33,3.87,0.000171838,6.36E-08,0.455560206,9.17E-08,4.36E-14,1.43E-10,0.060760568,0.073185237,0.084555755,4.36E-14,1.03E-11,6.45E-05,0.999997824,4.36E-14,2.90E-13,9.28E-05,4.36E-14,6.34E-10,4.36E-14,3.41E-13,4.36E-14,0.000602679,2.96E-07,0.790290823,5.22E-07,1.26E-13,1.61E-09,0.126215085,0.148830482,0.169813218,1.77E-13,6.85E-11,0.000200046,1,1.83E-13,2.34E-12,0.000404605,1.43E-13,6.82E-09,1.51E-13,4.03E-12,1.45E-13
TRUE,D-(+)-Glucose,C6 H12 O6,Full match,Full match,Full match,Full match,180.06368,0.565,557681.2826,65,4,66.1,Multiple matches found,No matches found,,314788.5442,253133.9058,355017.994,266071.1507,44637.52661,602911.5135,371567.7789,6.495716752,11.65287209,5.26828003,7.759151808,4.116147728,3.101452469,5.461293407,0.847,0.681,0.955,0.716,0.12,1.623,0.804,1.128,0.845,0.142,1.915,1.402,1.051,0.176,2.382,0.749,0.126,1.698,0.168,2.266,13.507,-0.24,-0.55,-0.07,-0.48,-3.06,0.7,-0.31,0.17,-0.24,-2.82,0.94,0.49,0.07,-2.5,1.25,-0.42,-2.99,0.76,-2.58,1.18,3.76,0.005005746,2.09E-07,0.999796504,5.02E-06,4.36E-14,1.62E-09,0.014635524,0.058036634,0.204208577,4.36E-14,2.88E-10,1.20E-05,0.841061315,4.36E-14,2.22E-12,0.000208715,4.36E-14,4.52E-08,4.36E-14,1.05E-11,4.36E-14,0.013311983,9.05E-07,1,2.36E-05,1.26E-13,1.48E-08,0.034220259,0.121076426,0.384579576,1.77E-13,1.52E-09,4.05E-05,1,1.83E-13,1.70E-11,0.000856086,1.43E-13,2.99E-07,1.51E-13,9.39E-11,1.45E-13
