Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: ChemSpider Search,Annotation Source: MassList Match,Molecular Weight,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: Extractables and Leachables HRAM Compound Database,mzCloud Best Sim. Match,Group Area: Neg_1,Group Area: Neg_2,Group Area: Neg_3,Group Area: Neg_4,Group Area: Neg_5,Group Area: Neg_6,Group Area: Neg_Pool,Group CV [%]: Neg_1,Group CV [%]: Neg_2,Group CV [%]: Neg_3,Group CV [%]: Neg_4,Group CV [%]: Neg_5,Group CV [%]: Neg_6,Group CV [%]: Neg_Pool,Ratio: (Neg_1) / (Neg_Pool),Ratio: (Neg_2) / (Neg_Pool),Ratio: (Neg_3) / (Neg_Pool),Ratio: (Neg_4) / (Neg_Pool),Ratio: (Neg_5) / (Neg_Pool),Ratio: (Neg_6) / (Neg_Pool),Ratio: (Neg_2) / (Neg_1),Ratio: (Neg_3) / (Neg_1),Ratio: (Neg_4) / (Neg_1),Ratio: (Neg_5) / (Neg_1),Ratio: (Neg_6) / (Neg_1),Ratio: (Neg_3) / (Neg_2),Ratio: (Neg_4) / (Neg_2),Ratio: (Neg_5) / (Neg_2),Ratio: (Neg_6) / (Neg_2),Ratio: (Neg_4) / (Neg_3),Ratio: (Neg_5) / (Neg_3),Ratio: (Neg_6) / (Neg_3),Ratio: (Neg_5) / (Neg_4),Ratio: (Neg_6) / (Neg_4),Ratio: (Neg_6) / (Neg_5),Log2 Fold Change: (Neg_1) / (Neg_Pool),Log2 Fold Change: (Neg_2) / (Neg_Pool),Log2 Fold Change: (Neg_3) / (Neg_Pool),Log2 Fold Change: (Neg_4) / (Neg_Pool),Log2 Fold Change: (Neg_5) / (Neg_Pool),Log2 Fold Change: (Neg_6) / (Neg_Pool),Log2 Fold Change: (Neg_2) / (Neg_1),Log2 Fold Change: (Neg_3) / (Neg_1),Log2 Fold Change: (Neg_4) / (Neg_1),Log2 Fold Change: (Neg_5) / (Neg_1),Log2 Fold Change: (Neg_6) / (Neg_1),Log2 Fold Change: (Neg_3) / (Neg_2),Log2 Fold Change: (Neg_4) / (Neg_2),Log2 Fold Change: (Neg_5) / (Neg_2),Log2 Fold Change: (Neg_6) / (Neg_2),Log2 Fold Change: (Neg_4) / (Neg_3),Log2 Fold Change: (Neg_5) / (Neg_3),Log2 Fold Change: (Neg_6) / (Neg_3),Log2 Fold Change: (Neg_5) / (Neg_4),Log2 Fold Change: (Neg_6) / (Neg_4),Log2 Fold Change: (Neg_6) / (Neg_5),P-value: (Neg_1) / (Neg_Pool),P-value: (Neg_2) / (Neg_Pool),P-value: (Neg_3) / (Neg_Pool),P-value: (Neg_4) / (Neg_Pool),P-value: (Neg_5) / (Neg_Pool),P-value: (Neg_6) / (Neg_Pool),P-value: (Neg_2) / (Neg_1),P-value: (Neg_3) / (Neg_1),P-value: (Neg_4) / (Neg_1),P-value: (Neg_5) / (Neg_1),P-value: (Neg_6) / (Neg_1),P-value: (Neg_3) / (Neg_2),P-value: (Neg_4) / (Neg_2),P-value: (Neg_5) / (Neg_2),P-value: (Neg_6) / (Neg_2),P-value: (Neg_4) / (Neg_3),P-value: (Neg_5) / (Neg_3),P-value: (Neg_6) / (Neg_3),P-value: (Neg_5) / (Neg_4),P-value: (Neg_6) / (Neg_4),P-value: (Neg_6) / (Neg_5),Adj. P-value: (Neg_1) / (Neg_Pool),Adj. P-value: (Neg_2) / (Neg_Pool),Adj. P-value: (Neg_3) / (Neg_Pool),Adj. P-value: (Neg_4) / (Neg_Pool),Adj. P-value: (Neg_5) / (Neg_Pool),Adj. P-value: (Neg_6) / (Neg_Pool),Adj. P-value: (Neg_2) / (Neg_1),Adj. P-value: (Neg_3) / (Neg_1),Adj. P-value: (Neg_4) / (Neg_1),Adj. P-value: (Neg_5) / (Neg_1),Adj. P-value: (Neg_6) / (Neg_1),Adj. P-value: (Neg_3) / (Neg_2),Adj. P-value: (Neg_4) / (Neg_2),Adj. P-value: (Neg_5) / (Neg_2),Adj. P-value: (Neg_6) / (Neg_2),Adj. P-value: (Neg_4) / (Neg_3),Adj. P-value: (Neg_5) / (Neg_3),Adj. P-value: (Neg_6) / (Neg_3),Adj. P-value: (Neg_5) / (Neg_4),Adj. P-value: (Neg_6) / (Neg_4),Adj. P-value: (Neg_6) / (Neg_5)
FALSE,"{(1R,2R)-2-[(2Z)-5-(Hexopyranosyloxy)-2-penten-1-yl]-3-oxocyclopentyl}acetic acid",C18 H28 O9,Not the top hit,Full match,Not the top hit,Full match,388.17371,3.21,136158.9701,3,1,76.1,Single match found,No matches found,,32750.43234,34700.07214,119648.6014,21271.4056,4583.708045,58681.71297,55632.23965,9.733447217,9.022983141,20.16770503,6.627357652,25.96865532,20.75015859,23.37685611,0.589,0.624,2.151,0.382,0.082,1.055,1.06,3.653,0.649,0.14,1.792,3.448,0.613,0.132,1.691,0.178,0.038,0.49,0.215,2.759,12.802,-0.76,-0.68,1.1,-1.39,-3.6,0.08,0.08,1.87,-0.62,-2.84,0.84,1.79,-0.71,-2.92,0.76,-2.49,-4.71,-1.03,-2.21,1.46,3.68,0.023216412,0.029953294,0.000118847,6.63E-06,3.07E-13,0.999637622,0.999999919,2.79E-06,0.089983842,1.11E-09,0.052355947,3.39E-06,0.074565359,9.59E-10,0.063605978,1.20E-08,1.16E-13,0.003344622,1.56E-07,6.92E-05,1.33E-11,0.055353415,0.065897248,0.000435771,2.92E-05,6.91E-13,1,1,1.06E-05,0.179227077,2.47E-09,0.106026269,1.23E-05,0.151637117,2.46E-09,0.130446159,8.27E-08,3.08E-13,0.01190292,2.62E-07,0.000239101,2.95E-11
FALSE,"1-(4-Amino-3,5-dichlorophenyl)-2-bromoethanone",C8 H6 Br Cl2 N O,No results,No results,Full match,No results,280.90236,0.436,67459.05216,1,0,,No matches found,No matches found,,5338.467192,5757.210855,2438.028755,2039.796832,66400.13656,5674.164747,6725.513714,2.928682125,13.15500996,10.13106527,15.48983471,69.92776694,14.41506282,24.85247347,0.794,0.856,0.363,0.303,9.873,0.844,1.078,0.457,0.382,12.438,1.063,0.423,0.354,11.533,0.986,0.837,27.235,2.327,32.552,2.782,0.085,-0.33,-0.22,-1.46,-1.72,3.3,-0.25,0.11,-1.13,-1.39,3.64,0.09,-1.24,-1.5,3.53,-0.02,-0.26,4.77,1.22,5.02,1.48,-3.55,0.972599268,0.99479613,0.010199393,0.001844065,4.39E-06,0.999791628,0.999994153,0.2069042,0.066357026,2.10E-05,0.999491628,0.146831563,0.044461155,3.19E-05,0.99998702,0.9958843,1.43E-07,0.09656536,4.83E-08,0.027704294,5.18E-05,1,1,0.028868458,0.005189112,6.66E-06,1,1,0.385160125,0.137497833,3.57E-05,1,0.256557677,0.096067854,5.61E-05,1,1,2.55E-07,0.259653524,8.19E-08,0.068065373,7.98E-05
FALSE,"1,1,2-Trichloro-3,3,3-trifluoro-1-propene",C3 Cl3 F3,No results,Invalid mass,Full match,No results,197.90239,0.86,707534.7296,2,71,,No matches found,No matches found,82,325941.7253,48121.28775,641181.4086,444570.4823,13047.06638,181231.0257,223552.6775,63.76580653,54.81780911,62.36919969,59.38085815,76.59533884,58.1634106,24.52202986,1.458,0.215,2.868,1.989,0.058,0.811,0.148,1.967,1.364,0.04,0.556,13.324,9.239,0.271,3.766,0.693,0.02,0.283,0.029,0.408,13.891,0.54,-2.22,1.52,0.99,-4.1,-0.3,-2.76,0.98,0.45,-4.64,-0.85,3.74,3.21,-1.88,1.91,-0.53,-5.62,-1.82,-5.09,-1.29,3.8,0.999818572,0.008194578,0.856709536,0.99822091,5.37E-06,0.921352552,0.081705582,0.841188261,0.991075911,0.000218684,0.99593242,0.004810309,0.018727296,0.157220161,0.245466731,0.995894846,1.25E-05,0.494470739,4.61E-05,0.841659135,0.000864021,1,0.019732218,1,1,8.10E-06,1,0.163749133,1,1,0.00035399,1,0.012383986,0.042754771,0.218662523,0.44330559,1,2.00E-05,0.9992402,6.91E-05,1,0.001263402
TRUE,"1,1'-[Dioxybis(carbonyloxy)]bis(3-methoxybutane)",C12 H22 O8,Full match,No results,Full match,No results,294.13173,2.199,128052.3956,2,0,,No matches found,No matches found,,122664.2738,55851.56332,118431.2598,96102.77102,14887.23058,116567.2249,100823.1277,12.84465358,13.59696036,14.75400801,14.22677046,20.26208868,14.63791983,5.900397323,1.217,0.554,1.175,0.953,0.148,1.156,0.455,0.965,0.783,0.121,0.95,2.12,1.721,0.267,2.087,0.811,0.126,0.984,0.155,1.213,7.83,0.28,-0.85,0.23,-0.07,-2.76,0.21,-1.14,-0.05,-0.35,-3.04,-0.07,1.08,0.78,-1.91,1.06,-0.3,-2.99,-0.02,-2.69,0.28,2.97,0.778058149,2.36E-06,0.469838686,0.902778445,4.50E-14,0.621230086,4.84E-06,0.999476187,0.39454849,6.74E-14,0.999988719,2.07E-06,0.000456878,1.44E-10,3.11E-06,0.206635584,6.01E-14,0.999992702,2.50E-13,0.287101143,6.32E-14,1,8.59E-06,0.806389801,1,1.26E-13,1,1.85E-05,1,0.696939669,2.43E-13,1,7.57E-06,0.001324126,3.90E-10,1.21E-05,0.487861573,1.70E-13,1,6.77E-13,0.542800598,1.77E-13
TRUE,"1,1'-[Dioxybis(carbonyloxy)]bis(3-methoxybutane)",C12 H22 O8,Full match,No results,Full match,No results,294.13167,1.872,162985.0177,2,0,,No matches found,No matches found,,481.2098414,811.366217,1884.587171,6789.207565,744.9911415,150618.6208,27005.174,35.3668308,4.846854954,29.45012387,13.85209915,14.87670928,22.02442895,14.42686264,0.018,0.03,0.07,0.251,0.028,5.577,1.686,3.916,14.109,1.548,313,2.323,8.368,0.918,185.636,3.602,0.395,79.921,0.11,22.185,202.175,-5.81,-5.06,-3.84,-1.99,-5.18,2.48,0.75,1.97,3.82,0.63,8.29,1.22,3.06,-0.12,7.54,1.85,-1.34,6.32,-3.19,4.47,7.66,4.36E-14,4.43E-14,8.27E-14,6.09E-08,4.41E-14,1.05E-09,0.007678599,1.25E-06,2.55E-12,0.037818816,4.36E-14,0.009902012,5.22E-10,0.989334614,4.36E-14,4.24E-07,0.001902444,4.41E-14,1.83E-10,9.14E-13,4.36E-14,9.01E-13,5.44E-13,1.60E-12,3.60E-07,1.26E-13,1.02E-08,0.019356469,5.00E-06,2.28E-11,0.052000872,5.57E-13,0.024327786,3.56E-09,1,4.88E-13,2.48E-06,0.002748606,1.61E-12,3.79E-10,9.83E-12,1.45E-13
TRUE,"1',3',3'-Trimethyl-6,8-dinitro-1',3'-dihydrospiro[chromene-2,2'-indole]",C19 H17 N3 O5,No results,No results,Full match,No results,367.11651,0.565,265021.199,2,0,,No matches found,No matches found,,338403.1015,29381.78584,45422.50297,19412.57054,2268.545644,158613.8698,112878.3682,16.64469733,38.05540209,2.999875208,6.714610037,7.715881444,2.662594939,11.03135713,2.998,0.26,0.402,0.172,0.02,1.405,0.087,0.134,0.057,0.007,0.469,1.546,0.661,0.077,5.398,0.427,0.05,3.492,0.117,8.171,69.919,1.58,-1.94,-1.31,-2.54,-5.64,0.49,-3.53,-2.9,-4.12,-7.22,-1.09,0.63,-0.6,-3.7,2.43,-1.23,-4.32,1.8,-3.1,3.03,6.13,3.38E-08,1.54E-10,1.58E-07,5.17E-13,4.36E-14,0.035516028,2.29E-13,1.13E-11,4.92E-14,4.36E-14,0.000449313,0.030753976,0.01649719,7.16E-14,1.28E-10,7.11E-06,4.54E-14,2.80E-08,1.84E-12,1.21E-12,4.36E-14,1.99E-07,1.03E-09,9.31E-07,1.39E-11,1.26E-13,0.098791711,3.82E-12,9.61E-11,7.96E-13,1.77E-13,0.001208152,0.065284755,0.037841894,2.59E-13,8.57E-10,3.62E-05,1.43E-13,1.93E-07,4.56E-12,1.25E-11,1.45E-13
FALSE,"1,3,5-Tris(2-hydroxyethyl)isocyanurate",C9 H15 N3 O6,Full match,Invalid mass,Partial match,Full match,261.09636,0.573,78981.32607,2,8,,No matches found,Single match found,64.4,34216.35265,32449.35556,73048.15636,95982.67482,6730.908143,45898.45601,52698.1021,9.296427243,14.84460693,5.692202606,7.444085622,6.20426648,8.590613081,5.432919485,0.649,0.616,1.386,1.821,0.128,0.871,0.948,2.135,2.805,0.197,1.341,2.251,2.958,0.207,1.414,1.314,0.092,0.628,0.07,0.478,6.819,-0.62,-0.7,0.47,0.87,-2.97,-0.2,-0.08,1.09,1.49,-2.35,0.42,1.17,1.56,-2.27,0.5,0.39,-3.44,-0.67,-3.83,-1.06,2.77,2.12E-06,9.56E-09,3.05E-05,6.96E-09,4.36E-14,0.377816671,0.2527126,2.58E-09,1.71E-11,4.43E-14,0.002448127,7.88E-11,1.02E-12,4.72E-14,1.20E-05,0.025360087,4.36E-14,1.20E-05,4.36E-14,1.40E-08,4.36E-14,9.70E-06,4.77E-08,0.000127351,4.81E-08,1.26E-13,0.729356408,0.459822927,1.47E-08,1.27E-10,1.77E-13,0.005779969,6.69E-10,1.20E-11,1.83E-13,4.32E-05,0.074843183,1.43E-13,6.05E-05,1.51E-13,8.91E-08,1.45E-13
TRUE,"1,3-Adamantanedicarboxylic acid",C12 H16 O4,Full match,Invalid mass,Partial match,Full match,224.10508,5.359,200303.9616,42,7,,No matches found,Single match found,67.9,22765.20198,84284.99928,61263.0183,64724.43577,21097.82648,222446.3007,91818.52017,3.496525205,6.050026103,4.862457115,3.983263994,4.409395198,7.360740917,4.441431896,0.248,0.918,0.667,0.705,0.23,2.423,3.702,2.691,2.843,0.927,9.771,0.727,0.768,0.25,2.639,1.057,0.344,3.631,0.326,3.437,10.544,-2.01,-0.12,-0.58,-0.5,-2.12,1.28,1.89,1.43,1.51,-0.11,3.29,-0.46,-0.38,-2,1.4,0.08,-1.54,1.86,-1.62,1.78,3.4,4.36E-14,0.719984987,2.67E-09,7.50E-09,4.36E-14,4.39E-14,4.36E-14,4.50E-14,4.45E-14,0.195732798,4.36E-14,1.26E-06,3.56E-06,4.36E-14,4.85E-14,0.99827608,4.39E-14,4.36E-14,4.36E-14,4.36E-14,4.36E-14,9.01E-13,1,2.12E-08,5.11E-08,1.26E-13,2.39E-12,1.12E-12,7.85E-13,7.96E-13,0.251285609,5.57E-13,4.83E-06,1.32E-05,1.83E-13,4.88E-13,1,1.43E-13,1.61E-12,1.51E-13,9.51E-13,1.45E-13
FALSE,"1,3-Bis{[3-(aminomethyl)benzyl]amino}-2-propanol",C19 H28 N4 O,Full match,Invalid mass,Full match,No results,328.22528,4.446,198861.7079,5,1,,No matches found,No matches found,72.7,90041.58081,105142.5492,173730.9446,223126.038,28856.36124,132917.7917,152323.8815,7.588269124,2.797919804,2.453488122,8.269585423,6.789682529,37.39256611,15.02175224,0.591,0.69,1.141,1.465,0.189,0.873,1.168,1.929,2.478,0.32,1.476,1.652,2.122,0.274,1.264,1.284,0.166,0.765,0.129,0.596,4.606,-0.76,-0.53,0.19,0.55,-2.4,-0.2,0.22,0.95,1.31,-1.64,0.56,0.72,1.09,-1.87,0.34,0.36,-2.59,-0.39,-2.95,-0.75,2.2,0.001251009,0.04581777,0.751863311,0.012712364,5.07E-12,0.965023578,0.844585979,0.000715422,9.98E-06,1.89E-07,0.002017189,0.013745134,0.000168893,1.88E-08,0.036834732,0.479738694,5.68E-11,0.999185891,5.09E-12,0.250865337,1.04E-10,0.003760798,0.096837557,1,0.031391757,1.05E-11,1,1,0.001967411,3.16E-05,3.63E-07,0.004881597,0.032611004,0.000504595,4.20E-08,0.079946235,1,1.25E-10,1,1.23E-11,0.489592029,2.21E-10
FALSE,"1,3-Butanediol dimethacrylate",C12 H18 O4,Full match,No results,Partial match,Full match,226.12083,2.865,102189.5975,33,0,,No matches found,Multiple matches found,,43493.32228,82038.97939,102025.5377,115392.1146,14080.26456,66813.77962,77931.4323,13.76951423,8.580027081,7.999782198,1.388211297,12.90379309,13.75761331,5.521876177,0.558,1.053,1.309,1.481,0.181,0.857,1.886,2.346,2.653,0.324,1.536,1.244,1.407,0.172,0.814,1.131,0.138,0.655,0.122,0.579,4.745,-0.84,0.07,0.39,0.57,-2.47,-0.22,0.92,1.23,1.41,-1.63,0.62,0.31,0.49,-2.54,-0.3,0.18,-2.86,-0.61,-3.03,-0.79,2.25,9.08E-09,0.999976788,0.002111137,2.07E-05,4.36E-14,0.092828834,2.57E-07,6.59E-10,6.28E-11,1.86E-11,4.77E-05,0.025276697,0.000584661,4.59E-14,0.18500313,0.644344407,4.36E-14,7.63E-05,4.36E-14,2.26E-06,5.92E-14,5.79E-08,1,0.006678369,7.96E-05,1.26E-13,0.232793553,1.23E-06,4.20E-09,4.05E-10,4.80E-11,0.00013658,0.055357109,0.001674414,1.83E-13,0.347060135,1,1.43E-13,0.000345317,1.51E-13,1.06E-05,1.68E-13
FALSE,"1,4-Dibromo-2,3-butanediyl diacetate",C8 H12 Br2 O4,No results,No results,Full match,No results,329.91136,0.457,182325.1431,1,0,,No matches found,No matches found,,539.1931334,370.4995811,213.8289381,256.673441,180082.2631,87.08731383,292.5971949,86.84510643,9.70125174,21.68846001,49.46179329,80.46959713,86.65584907,41.75933292,1.843,1.266,0.731,0.877,615.461,0.298,0.687,0.397,0.476,333.985,0.162,0.577,0.693,486.053,0.235,1.2,842.179,0.407,701.601,0.339,0,0.88,0.34,-0.45,-0.19,9.27,-1.75,-0.54,-1.33,-1.07,8.38,-2.63,-0.79,-0.53,8.92,-2.09,0.26,9.72,-1.3,9.45,-1.56,-11.01,0.740902254,0.999577845,0.950045861,0.950976592,1.04E-09,0.555628667,0.970968713,0.436937832,0.438793724,4.59E-07,0.155125148,0.912818367,0.913891401,8.89E-08,0.571094366,1,1.26E-08,0.993544497,1.27E-08,0.993372161,4.28E-09,1,1,1,1,1.85E-09,0.950262454,1,0.742027757,0.76394303,8.55E-07,0.299125783,1,1,1.89E-07,0.883097997,1,2.38E-08,1,2.30E-08,1,8.25E-09
FALSE,"1-[(Trichloromethyl)sulfanyl]-2,5-pyrrolidinedione",C5 H4 Cl3 N O2 S,No results,Invalid mass,Full match,No results,246.90226,1.349,1449184.443,1,9,,No matches found,No matches found,79.1,892713.3074,574547.9697,1069685.353,683395.4491,16467.41004,1138693.465,1076076.768,22.17862893,17.55290791,28.53726182,12.39898274,49.5467723,27.64630636,13.59036511,0.83,0.534,0.994,0.635,0.015,1.058,0.644,1.198,0.766,0.018,1.276,1.862,1.189,0.029,1.982,0.639,0.015,1.065,0.024,1.666,69.148,-0.27,-0.91,-0.01,-0.65,-6.03,0.08,-0.64,0.26,-0.39,-5.76,0.35,0.9,0.25,-5.12,0.99,-0.65,-6.02,0.09,-5.38,0.74,6.11,0.923750257,0.004252979,0.999998881,0.036730623,4.39E-14,0.995289996,0.162965071,0.948673672,0.526054382,7.63E-14,0.805416562,0.021722387,0.984138592,6.26E-13,0.009301704,0.109447889,5.70E-14,0.999691258,2.79E-13,0.051061294,5.34E-14,1,0.01072105,1,0.083463012,1.26E-13,1,0.308105837,1,0.885808329,2.68E-13,1,0.048449931,1,1.98E-12,0.021644349,0.273055559,1.63E-13,1,7.50E-13,0.115484421,1.54E-13
TRUE,"16-Oxo-3,6,9,12,15-pentaoxaheptadec-1-yl acetate",C14 H26 O8,Full match,No results,Full match,No results,322.16294,2.316,161574.2057,2,0,,No matches found,No matches found,,10512.89629,4247.373344,27095.54442,112499.3576,21102.16304,145061.6854,64923.95734,14.79576454,8.93627055,14.34183002,13.70182385,24.53927368,22.87777246,4.440466286,0.162,0.065,0.417,1.733,0.325,2.234,0.404,2.577,10.701,2.007,13.798,6.379,26.487,4.968,34.153,4.152,0.779,5.354,0.188,1.289,6.874,-2.63,-3.93,-1.26,0.79,-1.62,1.16,-1.31,1.37,3.42,1.01,3.79,2.67,4.73,2.31,5.09,2.05,-0.36,2.42,-2.41,0.37,2.78,9.58E-14,4.36E-14,5.64E-08,0.000351633,1.13E-10,8.84E-08,5.10E-06,7.10E-07,7.58E-14,0.000647759,4.61E-14,7.99E-12,4.36E-14,5.68E-10,4.36E-14,9.29E-10,0.055336848,1.10E-11,1.19E-11,0.048715065,2.93E-13,1.29E-12,5.44E-13,3.59E-07,0.001149934,2.12E-10,5.35E-07,1.93E-05,2.91E-06,9.66E-13,0.001021222,5.57E-13,8.79E-11,9.17E-13,1.47E-09,4.88E-13,8.18E-09,0.07317769,1.53E-10,2.74E-11,0.110724699,7.34E-13
TRUE,"16-Oxo-3,6,9,12,15-pentaoxaheptadec-1-yl acetate",C14 H26 O8,Full match,Invalid mass,Full match,No results,322.16299,3.143,909887.8295,2,40,,No matches found,No matches found,85.9,370372.6174,406358.8674,462337.4092,1244736.774,131621.7142,931351.3815,675812.5123,10.93514867,5.136926402,9.318290417,6.534018886,12.29679346,9.799585466,5.419912399,0.548,0.601,0.684,1.842,0.195,1.378,1.097,1.248,3.361,0.355,2.515,1.138,3.063,0.324,2.292,2.692,0.285,2.014,0.106,0.748,7.076,-0.87,-0.73,-0.55,0.88,-2.36,0.46,0.13,0.32,1.75,-1.49,1.33,0.19,1.62,-1.63,1.2,1.43,-1.81,1.01,-3.24,-0.42,2.82,1.97E-09,9.36E-08,3.80E-06,6.43E-09,4.36E-14,6.80E-05,0.527212802,0.035811691,4.12E-13,4.99E-12,4.09E-11,0.71187645,3.32E-12,5.93E-13,5.39E-10,2.17E-11,1.38E-13,5.99E-09,4.36E-14,0.012125981,4.36E-14,1.38E-08,4.24E-07,1.77E-05,4.57E-08,1.26E-13,0.000276735,0.868788257,0.076356206,4.24E-12,1.35E-11,2.44E-10,0.959744295,3.42E-11,1.89E-12,3.39E-09,2.33E-10,3.64E-13,4.67E-08,1.51E-13,0.032425276,1.45E-13
FALSE,"1-Amino-2,4-imidazolidinedione",C3 H5 N3 O2,Full match,No results,Full match,No results,115.03828,0.594,80548.36941,5,0,,No matches found,No matches found,,85744.07791,104200.8683,75550.68709,79642.70615,7832.70308,75501.21807,76398.01852,7.023136382,5.933329192,6.359981788,8.80229217,6.215093294,2.373515944,3.64205305,1.122,1.364,0.989,1.042,0.103,0.988,1.215,0.881,0.929,0.091,0.881,0.725,0.764,0.075,0.725,1.054,0.104,0.999,0.098,0.948,9.639,0.17,0.45,-0.02,0.06,-3.29,-0.02,0.28,-0.18,-0.11,-3.45,-0.18,-0.46,-0.39,-3.73,-0.46,0.08,-3.27,0,-3.35,-0.08,3.27,0.326302497,6.99E-07,0.999997668,0.233524209,4.36E-14,0.999377653,0.00104355,0.486964216,0.999997199,4.36E-14,0.367442112,1.45E-05,0.001546694,4.36E-14,9.24E-06,0.389693613,4.36E-14,0.999989702,4.36E-14,0.284566263,4.36E-14,0.60278782,2.82E-06,1,0.461216438,1.26E-13,1,0.002886162,0.818370419,1,1.77E-13,0.653830817,4.88E-05,0.004158889,1.83E-13,3.39E-05,0.842016556,1.43E-13,1,1.51E-13,0.542244375,1.45E-13
TRUE,2-(2-Hydroxyethoxy)ethyl D-glucopyranoside,C10 H20 O8,Full match,Invalid mass,Not the top hit,No match,268.11613,0.66,465086.3322,9,67,,Single match found,No matches found,73.4,86377.77347,57907.99893,68810.47761,190450.9988,9148.935644,474286.6825,160023.5812,8.122507412,7.086153335,8.855042719,18.33501676,32.36960539,5.888681056,25.95499122,0.54,0.362,0.43,1.19,0.057,2.964,0.67,0.797,2.205,0.106,5.491,1.188,3.289,0.158,8.19,2.768,0.133,6.893,0.048,2.49,51.841,-0.89,-1.47,-1.22,0.25,-4.13,1.57,-0.58,-0.33,1.14,-3.24,2.46,0.25,1.72,-2.66,3.03,1.47,-2.91,2.79,-4.38,1.32,5.7,0.005668892,5.26E-06,0.000102292,0.793188072,7.29E-14,2.79E-06,0.195279732,0.782634136,0.002792651,2.00E-10,7.09E-08,0.916503176,9.82E-06,9.84E-09,1.08E-09,0.000109832,1.65E-09,6.24E-09,7.22E-13,0.000840427,4.85E-14,0.014831047,1.86E-05,0.000377935,1,1.84E-13,1.35E-05,0.363520731,1,0.006826481,4.80E-10,2.81E-07,1,3.57E-05,2.25E-08,6.23E-09,0.00047043,3.33E-09,4.80E-08,1.86E-12,0.002590869,1.48E-13
TRUE,2-(2-Hydroxyethoxy)ethyl D-glucopyranoside,C10 H20 O8,Full match,Invalid mass,Full match,No match,268.11605,1.122,169694.0502,2,1,,Single match found,No matches found,61.3,12373.74244,3044.036634,42373.58889,7710.106535,2053.879453,162791.558,48120.79841,18.71353505,10.25790239,15.96040151,16.77374589,8.466590103,13.21495587,4.905193116,0.257,0.063,0.881,0.16,0.043,3.383,0.246,3.424,0.623,0.166,13.156,13.92,2.533,0.675,53.479,0.182,0.048,3.842,0.266,21.114,79.261,-1.96,-3.98,-0.18,-2.64,-4.55,1.76,-2.02,1.78,-0.68,-2.59,3.72,3.8,1.34,-0.57,5.74,-2.46,-4.37,1.94,-1.91,4.4,6.31,6.69E-13,4.36E-14,0.665434074,4.59E-14,4.36E-14,4.57E-12,5.85E-12,2.55E-10,0.001303865,1.01E-13,4.36E-14,4.36E-14,5.15E-09,0.009330046,4.36E-14,6.04E-13,4.36E-14,4.42E-11,1.67E-11,4.36E-14,4.36E-14,7.71E-12,5.44E-13,1,2.86E-12,1.26E-13,8.19E-11,6.02E-11,1.79E-09,0.003286826,3.46E-13,5.57E-13,9.07E-13,3.08E-08,0.01433569,4.88E-13,8.85E-12,1.43E-13,5.48E-10,3.78E-11,9.51E-13,1.45E-13
TRUE,2-(alpha-D-Galactosyl)-sn-glycerol3-phosphate,C9 H19 O11 P,Full match,No results,Partial match,Full match,334.06679,0.773,249902.1944,2,0,,Multiple matches found,No matches found,,108982.9115,34597.90034,200521.9475,68106.29451,12949.67292,172066.0116,111919.3371,20.01877765,22.18649655,13.95398786,19.6796593,2.733941178,19.09910034,8.368827533,0.974,0.309,1.792,0.609,0.116,1.537,0.317,1.84,0.625,0.119,1.579,5.796,1.969,0.374,4.973,0.34,0.065,0.858,0.19,2.526,13.287,-0.04,-1.69,0.84,-0.72,-3.11,0.62,-1.66,0.88,-0.68,-3.07,0.66,2.54,0.98,-1.42,2.31,-1.56,-3.95,-0.22,-2.39,1.34,3.73,0.952982817,2.25E-09,8.04E-06,0.003877718,4.67E-14,0.000396284,2.53E-08,0.000991468,0.004492323,1.22E-13,0.025362832,1.62E-11,0.000138862,8.13E-08,1.04E-10,1.17E-07,4.50E-14,0.777038374,1.26E-11,1.82E-06,4.72E-14,1,1.25E-08,3.64E-05,0.010090407,1.27E-13,0.00149845,1.41E-07,0.002665948,0.010658257,4.12E-13,0.053605287,1.63E-10,0.000420059,1.74E-07,7.21E-10,7.02E-07,1.43E-13,1,2.88E-11,8.63E-06,1.46E-13
