Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: ChemSpider Search,Annotation Source: MassList Match,FISh Coverage,Molecular Weight,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: Extractables and Leachables HRAM Compound Database,mzCloud Best Sim. Match,Group Area: 2,Group Area: 3,Group Area: 4,Group Area: 5,Group Area: 6,Group Area: 1,Group Area: Pool,Group CV [%]: 2,Group CV [%]: 3,Group CV [%]: 4,Group CV [%]: 5,Group CV [%]: 6,Group CV [%]: 1,Group CV [%]: Pool,Ratio: (1) / (Pool),Ratio: (2) / (Pool),Ratio: (3) / (Pool),Ratio: (4) / (Pool),Ratio: (5) / (Pool),Ratio: (6) / (Pool),Ratio: (3) / (2),Ratio: (4) / (2),Ratio: (5) / (2),Ratio: (6) / (2),Ratio: (1) / (2),Ratio: (4) / (3),Ratio: (5) / (3),Ratio: (6) / (3),Ratio: (1) / (3),Ratio: (5) / (4),Ratio: (6) / (4),Ratio: (1) / (4),Ratio: (6) / (5),Ratio: (1) / (5),Ratio: (1) / (6),Log2 Fold Change: (1) / (Pool),Log2 Fold Change: (2) / (Pool),Log2 Fold Change: (3) / (Pool),Log2 Fold Change: (4) / (Pool),Log2 Fold Change: (5) / (Pool),Log2 Fold Change: (6) / (Pool),Log2 Fold Change: (3) / (2),Log2 Fold Change: (4) / (2),Log2 Fold Change: (5) / (2),Log2 Fold Change: (6) / (2),Log2 Fold Change: (1) / (2),Log2 Fold Change: (4) / (3),Log2 Fold Change: (5) / (3),Log2 Fold Change: (6) / (3),Log2 Fold Change: (1) / (3),Log2 Fold Change: (5) / (4),Log2 Fold Change: (6) / (4),Log2 Fold Change: (1) / (4),Log2 Fold Change: (6) / (5),Log2 Fold Change: (1) / (5),Log2 Fold Change: (1) / (6),P-value: (1) / (Pool),P-value: (2) / (Pool),P-value: (3) / (Pool),P-value: (4) / (Pool),P-value: (5) / (Pool),P-value: (6) / (Pool),P-value: (3) / (2),P-value: (4) / (2),P-value: (5) / (2),P-value: (6) / (2),P-value: (1) / (2),P-value: (4) / (3),P-value: (5) / (3),P-value: (6) / (3),P-value: (1) / (3),P-value: (5) / (4),P-value: (6) / (4),P-value: (1) / (4),P-value: (6) / (5),P-value: (1) / (5),P-value: (1) / (6),Adj. P-value: (1) / (Pool),Adj. P-value: (2) / (Pool),Adj. P-value: (3) / (Pool),Adj. P-value: (4) / (Pool),Adj. P-value: (5) / (Pool),Adj. P-value: (6) / (Pool),Adj. P-value: (3) / (2),Adj. P-value: (4) / (2),Adj. P-value: (5) / (2),Adj. P-value: (6) / (2),Adj. P-value: (1) / (2),Adj. P-value: (4) / (3),Adj. P-value: (5) / (3),Adj. P-value: (6) / (3),Adj. P-value: (1) / (3),Adj. P-value: (5) / (4),Adj. P-value: (6) / (4),Adj. P-value: (1) / (4),Adj. P-value: (6) / (5),Adj. P-value: (1) / (5),Adj. P-value: (1) / (6)
FALSE,Nicotinic acid,C6 H5 N O2,Full match,Full match,Full match,Full match,,123.03215,0.612,231290.0432,11,2,92.2,Multiple matches found,No matches found,,58692.41297,228322.924,152173.7513,9871.211566,206860.4024,214323.891,157373.3462,4.033842719,1.818947224,5.20324839,6.853915694,6.099689403,7.288539707,5.778655781,1.362,0.373,1.451,0.967,0.063,1.314,3.89,2.593,0.168,3.524,3.652,0.666,0.043,0.906,0.939,0.065,1.359,1.408,20.956,21.712,1.036,0.45,-1.42,0.54,-0.05,-3.99,0.39,1.96,1.37,-2.57,1.82,1.87,-0.59,-4.53,-0.14,-0.09,-3.95,0.44,0.49,4.39,4.44,0.05,8.01E-05,8.69E-13,2.71E-06,0.996731812,2.26E-14,0.000314097,3.79E-14,6.83E-12,2.30E-14,1.34E-13,8.83E-14,5.13E-06,2.26E-14,0.211619207,0.533769396,2.26E-14,0.000390104,0.000113442,2.26E-14,2.26E-14,0.992141492,0.000344718,1.13E-11,1.57E-05,1,7.98E-14,0.001406207,6.76E-13,7.61E-11,1.28E-13,1.61E-12,2.95E-12,3.17E-05,8.76E-14,0.43212319,0.81831151,8.69E-14,0.001359644,0.000399287,8.46E-14,1.15E-13,1
FALSE,L-Tyrosine,C9 H11 N O3,Full match,Full match,Full match,Full match,,181.07423,0.937,503577.9977,45,2,91.2,Multiple matches found,No matches found,,114046.5427,336733.9786,775279.0265,49551.1942,407172.9442,209452.1396,340406.9999,5.570056416,3.199779476,3.742854584,5.564448827,1.074732349,3.138525243,6.38672485,0.615,0.335,0.989,2.278,0.146,1.196,2.953,6.798,0.434,3.57,1.837,2.302,0.147,1.209,0.622,0.064,0.525,0.27,8.217,4.227,0.514,-0.7,-1.58,-0.02,1.19,-2.78,0.26,1.56,2.77,-1.2,1.84,0.88,1.2,-2.76,0.27,-0.68,-3.97,-0.93,-1.89,3.04,2.08,-0.96,4.89E-09,2.80E-14,0.999999759,1.91E-12,2.26E-14,0.000812963,8.62E-14,2.26E-14,4.28E-12,2.46E-14,7.05E-10,1.02E-11,2.26E-14,0.003012278,2.21E-08,2.26E-14,4.58E-10,2.42E-14,2.26E-14,2.31E-14,1.59E-10,4.98E-08,5.16E-13,1,8.52E-11,7.98E-14,0.003270188,1.32E-12,5.23E-13,1.37E-11,3.88E-13,5.13E-09,2.15E-10,8.76E-14,0.009113385,1.17E-07,8.69E-14,4.67E-09,7.60E-13,8.46E-14,1.15E-13,1.49E-09
FALSE,Lotaustralin,C11 H19 N O6,Full match,No results,Full match,Full match,,261.12116,0.646,163867.1346,2,0,,Single match found,No matches found,,69233.6268,98319.53695,163095.4697,15758.9244,203159.5282,201428.5983,146343.3181,12.35477618,5.555720131,23.05568871,13.70883353,15.22063349,11.40348236,18.10669792,1.376,0.473,0.672,1.114,0.108,1.388,1.42,2.356,0.228,2.934,2.909,1.659,0.16,2.066,2.049,0.097,1.246,1.235,12.892,12.782,0.991,0.46,-1.08,-0.57,0.16,-3.22,0.47,0.51,1.24,-2.14,1.55,1.54,0.73,-2.64,1.05,1.03,-3.37,0.32,0.3,3.69,3.68,-0.01,0.071977566,0.00049691,0.172594129,0.368942582,4.12E-11,0.045037338,0.147948279,4.60E-05,5.02E-08,7.24E-06,1.04E-05,0.007852953,2.33E-09,0.000888657,0.001366798,4.33E-11,0.912877958,0.968162623,1.95E-11,2.27E-11,0.999985272,0.19547207,0.001410329,0.341359922,0.794302942,9.31E-11,0.126151707,0.250086349,0.000162267,1.12E-07,2.53E-05,3.45E-05,0.024786606,5.01E-09,0.003107396,0.003441115,9.97E-11,1,1,4.68E-11,6.35E-11,1
FALSE,Diroxamel fumarate,C11 H13 N O6,Full match,Invalid mass,Full match,No results,,255.07413,0.612,230225.4402,1,3,,No matches found,No matches found,68,56284.15978,214659.1474,151875.3001,9402.007111,197960.7991,201392.8065,150225.6934,6.073966197,4.158361033,7.979947396,15.93947777,8.007134911,2.125355962,5.697407827,1.341,0.375,1.429,1.011,0.063,1.318,3.814,2.698,0.167,3.517,3.578,0.708,0.044,0.922,0.938,0.062,1.303,1.326,21.055,21.42,1.017,0.42,-1.42,0.51,0.02,-4,0.4,1.93,1.43,-2.58,1.81,1.84,-0.5,-4.51,-0.12,-0.09,-4.01,0.38,0.41,4.4,4.42,0.02,0.000989366,3.23E-10,9.19E-05,0.999999997,2.26E-14,0.000692961,1.18E-11,1.74E-09,1.05E-13,2.27E-11,2.55E-11,0.000358625,2.26E-14,0.950087956,0.901520209,2.28E-14,0.002347046,0.003253863,2.26E-14,2.26E-14,0.999997429,0.00366305,2.43E-09,0.000361487,1,7.98E-14,0.002830031,1.08E-10,1.21E-08,4.20E-13,1.75E-10,3.24E-10,0.001528798,8.76E-14,1,1,8.69E-14,0.007452044,0.009779868,8.46E-14,1.15E-13,1
FALSE,Valine,C5 H11 N O2,Full match,Full match,Full match,Full match,,117.07905,0.562,218306.6792,48,3,67.1,Multiple matches found,No matches found,,147418.3785,216337.7622,151663.8332,52404.11383,254489.2371,200517.7388,196921.5909,9.472171044,6.369875838,4.419773562,12.71913018,3.718588723,10.37900219,10.02343008,1.018,0.749,1.099,0.77,0.266,1.292,1.468,1.029,0.355,1.726,1.36,0.701,0.242,1.176,0.927,0.346,1.678,1.322,4.856,3.826,0.788,0.03,-0.42,0.14,-0.38,-1.91,0.37,0.55,0.04,-1.49,0.79,0.44,-0.51,-2.05,0.23,-0.11,-1.53,0.75,0.4,2.28,1.94,-0.34,0.998546799,0.009829615,0.969357458,0.007413264,1.26E-11,0.017394107,0.00492191,0.999999474,1.98E-09,3.37E-05,0.009798221,0.003826729,3.24E-11,0.162351106,0.999801968,2.26E-09,2.71E-05,0.007613019,5.41E-12,4.19E-11,0.08822383,1,0.022618684,1,0.02259884,2.97E-11,0.052427308,0.010660817,1,4.84E-09,0.00010945,0.020843135,0.013081788,7.61E-11,0.34128818,1,4.80E-09,0.000111958,0.021607243,1.37E-11,1.12E-10,0.202140253
FALSE,3-Vinylaniline,C8 H9 N,Full match,Invalid mass,Partial match,Full match,,119.07364,1.468,1023185.56,15,89,,No matches found,Single match found,94.9,161683.8918,626121.5189,1517547.36,99547.14124,452689.7687,197640.8134,547208.7451,4.972814225,2.911890928,4.220206707,2.98179218,4.320410618,3.637003644,4.564243705,0.361,0.295,1.144,2.773,0.182,0.827,3.873,9.386,0.616,2.8,1.222,2.424,0.159,0.723,0.316,0.066,0.298,0.13,4.547,1.985,0.437,-1.47,-1.76,0.19,1.47,-2.46,-0.27,1.95,3.23,-0.7,1.49,0.29,1.28,-2.65,-0.47,-1.66,-3.93,-1.75,-2.94,2.19,0.99,-1.2,2.38E-14,2.29E-14,0.010734415,2.35E-14,2.26E-14,4.28E-05,2.29E-14,2.26E-14,2.45E-09,3.36E-14,0.000196603,1.43E-13,2.26E-14,4.50E-07,2.38E-14,2.26E-14,2.31E-14,2.26E-14,2.28E-14,1.18E-11,1.26E-12,8.70E-13,5.01E-13,0.025810841,2.28E-12,7.98E-14,0.000232677,5.35E-13,5.23E-13,5.96E-09,4.61E-13,0.000531226,4.78E-12,8.76E-14,3.15E-06,9.63E-13,8.69E-14,9.65E-13,7.60E-13,8.46E-14,3.48E-11,1.80E-11
FALSE,Eucalyptol,C10 H18 O,No match,Invalid mass,No match,No match,,136.12542,5.627,161469.3365,97,1,81.2,Multiple matches found,Multiple matches found,,17636.57267,107417.0165,123603.8092,24344.34803,113264.5531,192369.2163,95213.57612,8.362121387,10.2463042,6.972333021,5.10118542,2.656351176,29.28758816,7.44275087,2.02,0.185,1.128,1.298,0.256,1.19,6.091,7.008,1.38,6.422,10.907,1.151,0.227,1.054,1.791,0.197,0.916,1.556,4.653,7.902,1.698,1.01,-2.43,0.17,0.38,-1.97,0.25,2.61,2.81,0.47,2.68,3.45,0.2,-2.14,0.08,0.84,-2.34,-0.13,0.64,2.22,2.98,0.76,5.46E-05,1.09E-10,0.715312704,0.112413927,3.17E-09,0.437542428,1.67E-10,5.93E-11,0.081442688,1.14E-10,5.00E-12,0.876886784,3.58E-09,0.999372684,0.002761655,1.02E-09,0.982593594,0.03004919,2.29E-09,3.95E-11,0.006391447,0.000243661,9.13E-10,1,0.272133261,6.52E-09,0.945798784,1.18E-09,5.38E-10,0.118401733,7.75E-10,8.60E-11,1,7.54E-09,1,0.006552041,2.17E-09,1,0.077477415,4.93E-09,1.07E-10,0.017183035
FALSE,NPYR,C4 H8 N2 O,Full match,Invalid mass,Full match,No results,,100.06365,0.53,310762.8776,12,26,,No matches found,No matches found,96.6,105250.0909,310762.8776,144650.2359,35001.18109,288943.3341,189223.3272,206681.8232,3.943410325,5.790567889,8.959142767,7.270889479,1.41049702,1.630320255,3.881697017,0.916,0.509,1.504,0.7,0.169,1.398,2.953,1.374,0.333,2.745,1.798,0.465,0.113,0.93,0.609,0.242,1.998,1.308,8.255,5.406,0.655,-0.13,-0.97,0.59,-0.51,-2.56,0.48,1.56,0.46,-1.59,1.46,0.85,-1.1,-3.15,-0.11,-0.72,-2.05,1,0.39,3.05,2.43,-0.61,0.418947579,8.93E-11,1.32E-07,1.61E-06,2.26E-14,2.86E-06,3.86E-13,1.30E-05,3.93E-13,1.49E-12,3.31E-09,8.08E-11,2.26E-14,0.469314638,5.60E-08,2.40E-14,4.87E-10,0.000158341,2.26E-14,2.29E-14,7.49E-07,0.91620423,7.64E-10,1.02E-06,9.54E-06,7.98E-14,2.10E-05,5.03E-12,5.10E-05,1.43E-12,1.44E-11,2.06E-08,1.20E-09,8.76E-14,0.839743583,2.81E-07,8.69E-14,4.87E-09,0.000548301,8.46E-14,1.15E-13,3.53E-06
FALSE,4-Isobutylbenzoic acid,C11 H14 O2,Full match,Full match,Partial match,Full match,,178.09959,2.723,256927.8498,110,6,90.9,Multiple matches found,Multiple matches found,,60154.1278,250580.5605,374748.3532,69863.14185,208337.5188,182477.1903,210213.8823,2.1999451,3.845316957,1.559214768,6.263218323,5.814983181,2.919949624,3.315224319,0.868,0.286,1.192,1.783,0.332,0.991,4.166,6.23,1.161,3.463,3.033,1.496,0.279,0.831,0.728,0.186,0.556,0.487,2.982,2.612,0.876,-0.2,-1.81,0.25,0.83,-1.59,-0.01,2.06,2.64,0.22,1.79,1.6,0.58,-1.84,-0.27,-0.46,-2.42,-0.85,-1.04,1.58,1.39,-0.19,0.001010404,2.28E-14,0.000896079,1.60E-11,2.31E-14,0.999994769,2.28E-14,2.26E-14,0.007976257,2.31E-14,2.40E-14,8.95E-09,2.30E-14,0.001948591,8.04E-07,2.26E-14,6.63E-11,2.85E-12,2.39E-14,4.67E-14,0.004202223,0.003715233,5.01E-13,0.002663346,4.07E-10,7.98E-14,1,5.35E-13,5.23E-13,0.012833977,3.88E-13,1.48E-12,8.47E-08,8.76E-14,0.006242492,3.28E-06,8.69E-14,8.35E-10,3.28E-11,8.46E-14,1.88E-13,0.011470354
FALSE,(2E)-3-(4-Hydroxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]acrylamide,C17 H17 N O3,Full match,Full match,Not the top hit,Full match,,283.12069,3.927,561388.4439,22,1,90.9,Single match found,No matches found,,158063.4117,249317.3144,251393.9302,32863.57219,812908.6271,179353.6922,286002.1488,8.397079881,6.080547728,5.934374326,5.177595114,2.466080515,3.222201493,2.816486941,0.627,0.553,0.872,0.879,0.115,2.842,1.577,1.59,0.208,5.143,1.135,1.008,0.132,3.261,0.719,0.131,3.234,0.713,24.736,5.458,0.221,-0.67,-0.86,-0.2,-0.19,-3.12,1.51,0.66,0.67,-2.27,2.36,0.18,0.01,-2.92,1.71,-0.48,-2.94,1.69,-0.49,4.63,2.45,-2.18,6.03E-09,5.10E-10,0.041169194,0.003323542,2.26E-14,8.19E-14,9.68E-08,4.44E-07,2.30E-14,2.30E-14,0.373699184,0.90174819,2.26E-14,7.68E-14,1.83E-06,2.26E-14,4.45E-14,1.09E-05,2.26E-14,2.29E-14,2.31E-14,5.99E-08,3.76E-09,0.090083922,0.01094163,7.98E-14,1.10E-11,4.19E-07,2.09E-06,1.28E-13,3.88E-13,0.597432823,1,8.76E-14,2.57E-12,7.03E-06,8.69E-14,1.32E-12,4.13E-05,8.46E-14,1.15E-13,6.52E-13
FALSE,"2-(Cyclohexylmethylidene)-1,2,3,4-tetrahydronaphthalen-1-one",C17 H20 O,No match,Invalid mass,No match,No results,,240.14732,0.793,307345.7466,15,1,74.2,No matches found,No matches found,,83586.07045,310531.2381,257362.7894,13707.64989,284845.9707,178737.327,197383.4586,7.808501272,4.639984648,4.276060057,6.997042675,8.467360859,5.370062801,9.281478482,0.906,0.423,1.573,1.304,0.069,1.443,3.715,3.079,0.164,3.408,2.138,0.829,0.044,0.917,0.576,0.053,1.107,0.694,20.78,13.039,0.627,-0.14,-1.24,0.65,0.38,-3.85,0.53,1.89,1.62,-2.61,1.77,1.1,-0.27,-4.5,-0.12,-0.8,-4.23,0.15,-0.53,4.38,3.7,-0.67,0.151732366,1.46E-10,1.51E-05,0.004860148,2.26E-14,0.001338747,3.89E-12,2.49E-11,4.19E-14,1.67E-11,1.10E-08,0.128091757,2.26E-14,0.327551776,1.22E-06,2.26E-14,0.996177267,0.000118401,2.26E-14,2.28E-14,4.20E-05,0.377566584,1.18E-09,7.00E-05,0.015205726,7.98E-14,0.005247104,3.82E-11,2.47E-10,1.87E-13,1.32E-10,6.07E-08,0.289152279,8.76E-14,0.622609381,4.84E-06,8.69E-14,1,0.000415376,8.46E-14,1.15E-13,0.000149922
FALSE,2_3-Dimethylmaleate,C6 H8 O4,Full match,Invalid mass,Partial match,Full match,,144.04238,0.578,229738.4676,30,16,,Multiple matches found,Multiple matches found,86.9,105611.9568,157683.7142,353569.8359,62960.62834,299741.0252,178369.3779,198493.2025,7.239864595,1.662411953,5.901801999,4.39726699,4.944147559,4.635787393,9.193893405,0.899,0.532,0.794,1.781,0.317,1.51,1.493,3.348,0.596,2.838,1.689,2.242,0.399,1.901,1.131,0.178,0.848,0.504,4.761,2.833,0.595,-0.15,-0.91,-0.33,0.83,-1.66,0.59,0.58,1.74,-0.75,1.5,0.76,1.16,-1.32,0.93,0.18,-2.49,-0.24,-0.99,2.25,1.5,-0.75,0.107245419,2.29E-09,0.000729576,7.40E-08,7.21E-13,1.01E-05,9.06E-06,2.29E-12,1.30E-06,1.72E-11,3.00E-07,1.17E-09,1.44E-10,3.40E-08,0.292997727,2.51E-14,0.079773679,1.38E-08,4.54E-14,2.33E-11,6.89E-07,0.279203401,1.45E-08,0.00223042,5.87E-07,1.87E-12,6.36E-05,2.89E-05,2.99E-11,2.70E-06,1.35E-10,1.29E-06,1.36E-08,3.26E-10,3.03E-07,0.486058245,8.69E-14,0.210240976,7.11E-08,1.41E-13,6.48E-11,3.26E-06
FALSE,2-Aminoadipic acid,C6 H11 N O4,Full match,Full match,Full match,Full match,,161.06886,0.577,249176.1309,30,2,85.6,Multiple matches found,No matches found,,111417.3495,127568.3242,379808.5927,67674.92405,110505.5502,176248.613,156572.4495,4.820776411,1.866403186,2.749265727,5.556959253,9.744812835,5.593423017,8.821678546,1.126,0.712,0.815,2.426,0.432,0.706,1.145,3.409,0.607,0.992,1.582,2.977,0.53,0.866,1.382,0.178,0.291,0.464,1.633,2.604,1.595,0.17,-0.49,-0.3,1.28,-1.21,-0.5,0.2,1.77,-0.72,-0.01,0.66,1.57,-0.91,-0.21,0.47,-2.49,-1.78,-1.11,0.71,1.38,0.67,0.770050582,2.80E-06,0.001023103,1.08E-10,6.38E-11,2.20E-05,0.083677162,1.69E-12,4.29E-06,0.898994827,1.62E-06,1.25E-11,6.13E-08,0.499593808,0.00026046,2.56E-14,3.64E-12,2.30E-09,7.72E-07,1.08E-10,9.66E-06,1,1.10E-05,0.00298289,2.03E-09,1.41E-10,0.000127167,0.149723349,2.29E-11,8.65E-06,1,6.16E-06,2.53E-10,1.25E-07,0.879697051,0.000733401,8.70E-14,6.49E-11,1.33E-08,1.50E-06,2.77E-10,3.72E-05
FALSE,"(2R,3S,4R,5R)-N-sec-Butyl-2,3,4,5,6-pentahydroxy-N-methylhexanamide",C11 H23 N O6,Full match,Invalid mass,Full match,No results,,265.1522,0.476,415665.2328,1,2,,No matches found,No matches found,91.3,271842.0145,254648.4852,267766.6576,63763.52421,516099.313,175252.058,250541.5269,3.401884102,15.75285195,30.22517978,13.5172275,10.87925653,26.2966108,8.63310522,0.699,1.085,1.016,1.069,0.255,2.06,0.937,0.985,0.235,1.899,0.645,1.052,0.25,2.027,0.688,0.238,1.927,0.654,8.094,2.748,0.34,-0.52,0.12,0.02,0.1,-1.97,1.04,-0.09,-0.02,-2.09,0.92,-0.63,0.07,-2,1.02,-0.54,-2.07,0.95,-0.61,3.02,1.46,-1.56,0.019292535,0.999998107,0.996826432,0.997580172,4.87E-08,0.000621939,0.993487049,0.999818476,1.96E-07,0.002552392,0.032182692,0.947077441,4.75E-07,0.000724929,0.108331402,1.25E-07,0.005013734,0.016477385,7.95E-10,4.35E-05,4.62E-06,0.057501426,1,1,1,9.75E-08,0.002549713,1,1,4.25E-07,0.006456406,0.062496335,1,9.53E-07,0.002594229,0.194487584,2.48E-07,0.015327701,0.044522227,1.74E-09,8.61E-05,1.87E-05
FALSE,"4,4,4-Trifluoro-3-oxobutanoic acid",C4 H3 F3 O3,No results,Invalid mass,Full match,No results,,156.00387,0.392,1729069.821,2,1,,No matches found,No matches found,62,37125.24231,16001.23433,17628.97883,2181123.11,30205.79157,169622.525,69383.6008,6.829308699,11.98882716,9.474626888,6.594349339,10.108158,1.834000703,10.021573,2.445,0.535,0.231,0.254,31.436,0.435,0.431,0.475,58.75,0.814,4.569,1.102,136.31,1.888,10.601,123.724,1.713,9.622,0.014,0.078,5.616,1.29,-0.9,-2.12,-1.98,4.97,-1.2,-1.21,-1.07,5.88,-0.3,2.19,0.14,7.09,0.92,3.41,6.95,0.78,3.27,-6.17,-3.68,2.49,8.99E-09,2.05E-07,2.00E-12,5.05E-12,2.26E-14,4.75E-09,7.47E-08,3.91E-07,2.26E-14,0.125590119,7.65E-12,0.85709709,2.26E-14,3.86E-06,2.48E-14,2.26E-14,2.97E-05,2.73E-14,2.26E-14,2.36E-14,1.18E-12,8.51E-08,9.17E-07,6.48E-11,1.69E-10,7.98E-14,5.91E-08,3.32E-07,1.87E-06,1.28E-13,0.232493819,1.22E-10,1,8.76E-14,2.21E-05,9.63E-13,8.69E-14,0.000121146,7.60E-13,8.46E-14,1.15E-13,1.71E-11
FALSE,Eucalyptol,C10 H18 O,No match,Invalid mass,No match,No match,,136.12541,6.017,295756.8025,97,1,81,Multiple matches found,Multiple matches found,,73466.61418,295756.8025,47499.49623,109461.7571,55969.72871,169172.8461,146076.6183,13.25976062,7.319407793,27.16309559,1.559770352,5.638943613,33.24343594,10.22755541,1.158,0.503,2.025,0.325,0.749,0.383,4.026,0.647,1.49,0.762,2.303,0.161,0.37,0.189,0.572,2.304,1.178,3.562,0.511,1.545,3.023,0.21,-0.99,1.02,-1.62,-0.42,-1.38,2.01,-0.63,0.58,-0.39,1.2,-2.64,-1.43,-2.4,-0.81,1.2,0.24,1.83,-0.97,0.63,1.6,0.151529196,0.000273928,0.000294027,3.40E-06,0.35211255,1.39E-05,1.67E-07,0.287087546,0.04115948,0.722629062,1.20E-05,1.01E-08,2.84E-05,2.51E-08,0.107800015,0.000447433,0.981547003,3.72E-07,0.002061587,0.006446395,1.15E-06,0.377566584,0.000794316,0.000989336,1.82E-05,0.548414015,8.44E-05,6.94E-07,0.498674797,0.061768083,0.97015445,3.94E-05,9.39E-08,5.37E-05,2.34E-07,0.19385885,0.000824016,1,1.65E-06,0.003783701,0.011790843,5.21E-06
FALSE,"5'-O-Acetyl-2',3'-O-isopropylideneadenosine",C15 H19 N5 O5,Full match,No results,Full match,No results,,349.13732,3.047,365965.6415,2,0,,No matches found,No matches found,,52403.07208,362149.5066,366397.8715,53473.3149,318868.3903,161910.7696,236319.5182,4.052103755,4.513074361,9.147856251,3.092582362,1.818068482,5.253548956,4.938211801,0.685,0.222,1.532,1.55,0.226,1.349,6.911,6.992,1.02,6.085,3.09,1.012,0.148,0.88,0.447,0.146,0.87,0.442,5.963,3.028,0.508,-0.55,-2.17,0.62,0.63,-2.14,0.43,2.79,2.81,0.03,2.61,1.63,0.02,-2.76,-0.18,-1.16,-2.78,-0.2,-1.18,2.58,1.6,-0.98,1.70E-07,2.29E-14,6.69E-08,3.60E-07,2.30E-14,1.78E-05,2.26E-14,2.28E-14,0.985916437,2.28E-14,2.15E-13,0.899953403,2.28E-14,0.039037563,1.93E-11,2.28E-14,0.290580992,4.39E-11,2.28E-14,3.62E-13,3.27E-10,1.15E-06,5.01E-13,5.64E-07,2.45E-06,7.98E-14,0.000104577,5.35E-13,5.23E-13,1,3.88E-13,6.22E-12,1,8.76E-14,0.093029383,2.32E-10,8.69E-14,0.665785142,3.38E-10,8.46E-14,1.24E-12,2.91E-09
FALSE,4-(2-Aminophenyl)-2_4-dioxobutanoate,C10 H9 N O4,Full match,No results,Partial match,Full match,,207.05313,0.547,216049.764,13,0,,Single match found,No matches found,,51894.56119,110244.5266,55488.94903,20954.92654,290622.2621,158957.4528,120830.9945,3.942944229,1.640816744,3.119358181,13.34703443,5.010102693,5.217419945,8.063227048,1.316,0.429,0.912,0.459,0.173,2.405,2.124,1.069,0.404,5.6,3.063,0.503,0.19,2.636,1.442,0.378,5.237,2.865,13.869,7.586,0.547,0.4,-1.22,-0.13,-1.12,-2.53,1.27,1.09,0.1,-1.31,2.49,1.61,-0.99,-2.4,1.4,0.53,-1.4,2.39,1.52,3.79,2.92,-0.87,0.00109988,1.58E-10,0.573269872,6.93E-10,2.36E-14,9.49E-11,4.78E-09,0.802881292,8.28E-10,2.79E-14,1.65E-11,2.22E-08,4.70E-14,1.21E-10,0.000158853,2.17E-10,3.73E-14,4.39E-11,2.26E-14,2.33E-14,1.01E-07,0.004016627,1.27E-09,0.989352843,9.76E-09,7.98E-14,2.11E-09,2.46E-08,1,2.08E-09,3.98E-13,2.21E-10,1.98E-07,1.45E-13,2.19E-09,0.000465678,4.75E-10,1.17E-12,3.38E-10,8.46E-14,1.15E-13,5.68E-07
FALSE,"3,4,5-Trimethoxy-N,N-bis(2-methoxyethyl)benzamide",C16 H25 N O6,Full match,No results,Full match,No results,,327.168,0.709,913282.5239,1,0,,No matches found,No matches found,,43157.06158,913282.5239,156036.8363,8088.918044,406029.9061,158841.9721,339445.4311,12.83046541,4.008484758,9.380906209,22.77707933,13.38199488,4.931441725,5.974329072,0.468,0.127,2.691,0.46,0.024,1.196,21.162,3.616,0.187,9.408,3.681,0.171,0.009,0.445,0.174,0.052,2.602,1.018,50.196,19.637,0.391,-1.1,-2.98,1.43,-1.12,-5.39,0.26,4.4,1.85,-2.42,3.23,1.88,-2.55,-6.82,-1.17,-2.52,-4.27,1.38,0.03,5.65,4.3,-1.35,2.14E-06,8.46E-13,2.53E-08,1.42E-06,2.28E-14,0.209528958,2.44E-14,4.82E-09,2.00E-10,1.06E-12,3.70E-09,3.02E-11,2.26E-14,2.98E-06,3.62E-11,3.05E-14,2.33E-07,0.9999727,2.29E-14,2.92E-14,3.26E-07,1.22E-05,1.12E-11,2.40E-07,8.56E-06,7.98E-14,0.511862979,5.35E-13,3.09E-08,5.29E-10,1.07E-11,2.29E-08,5.28E-10,8.76E-14,1.72E-05,3.95E-10,9.52E-14,1.30E-06,1,8.46E-14,1.29E-13,1.66E-06
FALSE,Diphenamid,C16 H17 N O,No results,No results,Full match,No results,,239.13033,9.907,212929.8545,10,0,,No matches found,No matches found,,111157.8853,98540.31944,146410.3554,29572.70217,46794.74942,156185.68,102446.2526,99.59575061,19.29054678,82.92014608,101.4522636,40.61011183,46.85364616,79.81695515,1.525,1.085,0.962,1.429,0.289,0.457,0.886,1.317,0.266,0.421,1.405,1.486,0.3,0.475,1.585,0.202,0.32,1.067,1.582,5.281,3.338,0.61,0.12,-0.06,0.52,-1.79,-1.13,-0.17,0.4,-1.91,-1.25,0.49,0.57,-1.74,-1.07,0.66,-2.31,-1.65,0.09,0.66,2.4,1.74,0.948276015,0.999999962,0.999999916,0.999998271,0.887962079,0.801397896,0.999998149,0.999988952,0.906557829,0.836229486,0.979835822,0.999999996,0.951359709,0.900798139,0.952937696,0.962867247,0.919269553,0.939562765,0.999996648,0.477090749,0.38284326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.737698123,0.728723883
